"","isbn","year","isbndb","category"
"0446672211","0446672211",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446672211",NA
"0140293248","0140293248",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140293248","Fiction"
"0142000205","0142000205",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142000205","Fiction"
"0316735027","0316735027",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316735027",NA
"193156146X","193156146X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:193156146X",NA
"015600710X","015600710X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:015600710X",NA
"0062517856","0062517856",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0062517856",NA
"0385504209","0385504209",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385504209","Fiction"
"0446525502","0446525502",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446525502","Fiction"
"0670892963","0670892963",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670892963","Fiction"
"0316789089","0316789089",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316789089","Fiction"
"0425184129","0425184129",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425184129","Fiction"
"0151001006","0151001006",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0151001006","Fiction"
"0385505833","0385505833",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385505833","Fiction"
"0679442790","0679442790",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679442790","Female offenders"
"0743206045","0743206045",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743206045","Fiction"
"0743406176","0743406176",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743406176","Fiction"
"0446523569","0446523569",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446523569",NA
"0671042556","0671042556",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671042556","Biography & Autobiography"
"0679450440","0679450440",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679450440","Fiction"
"0609606727","0609606727",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609606727","Fiction"
"0446527793","0446527793",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446527793","Fiction"
"0446531332","0446531332",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446531332","Fiction"
"0385420161","0385420161",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385420161","Fiction"
"0345339711","0345339711",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345339711","Fiction"
"039304016X","039304016X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039304016X","Nature"
"0399147128","0399147128",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399147128","Fiction"
"0670031046","0670031046",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670031046","Fiction"
"0316969443","0316969443",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316969443","Fiction"
"0316693200","0316693200",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316693200",NA
"0684864320","0684864320",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684864320","Fiction"
"0451176812","0451176812",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451176812","Fiction"
"0064407667","0064407667",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064407667","Juvenile Fiction"
"0140253580","0140253580",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140253580",NA
"0349101779","0349101779",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0349101779",NA
"0743222229","0743222229",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743222229","Humor"
"2253063339","2253063339",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:2253063339",NA
"0375501347","0375501347",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375501347","Fiction"
"0316776963","0316776963",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316776963","Humor"
"0060934719","0060934719",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060934719",NA
"0451181379","0451181379",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451181379","Fiction"
"0345370740","0345370740",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345370740","Fiction"
"0425142485","0425142485",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425142485",NA
"0345403339","0345403339",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345403339","Fiction"
"038529929X","038529929X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:038529929X","Fiction"
"1573229571","1573229571",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573229571","Fiction"
"0743211383","0743211383",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743211383","Fiction"
"0812521331","0812521331",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812521331","Fiction"
"0451205421","0451205421",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451205421","Fiction"
"0440218535","0440218535",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440218535","Fiction"
"0064405052","0064405052",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064405052","Juvenile Fiction"
"0152162577","0152162577",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0152162577","Juvenile Fiction"
"015216250X","015216250X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:015216250X","Fantasy"
"0345391802","0345391802",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345391802","Science fiction"
"0440219078","0440219078",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440219078","Juvenile Fiction"
"0345356578","0345356578",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345356578","Fiction"
"0345346971","0345346971",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345346971","Fiction"
"0451155750","0451155750",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451155750","Fiction"
"0786890436","0786890436",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786890436","Biography & Autobiography"
"0671694049","0671694049",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671694049","London (England)"
"0449006557","0449006557",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449006557",NA
"0380820447","0380820447",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380820447","Fiction"
"0451454243","0451454243",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451454243","Fiction"
"039914563X","039914563X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:039914563X","Fiction"
"0425161722","0425161722",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425161722","Fiction"
"0385493800","0385493800",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385493800","Fiction"
"0440211727","0440211727",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440211727","Fiction"
"0380002450","0380002450",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380002450","Fiction"
"0425134350","0425134350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425134350","Ryan, Jack (Fictitious character)"
"044661162X","044661162X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:044661162X","Fiction"
"0515122408","0515122408",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515122408","Fiction"
"038533334X","038533334X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:038533334X","Fiction"
"0345404777","0345404777",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345404777","Fiction"
"0440224829","0440224829",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224829","Fiction"
"0515134368","0515134368",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515134368","Fiction"
"068983571X","068983571X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:068983571X","Fiction"
"0380817144","0380817144",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817144","Fiction"
"0553212583","0553212583",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553212583","Fiction"
"0446364762","0446364762",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446364762","Fiction"
"0425166619","0425166619",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425166619","Fiction"
"0765341972","0765341972",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0765341972","Body, Mind & Spirit"
"0590514776","0590514776",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590514776",NA
"0064472779","0064472779",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064472779","Juvenile Fiction"
"0553561618","0553561618",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553561618","Fiction"
"0312422156","0312422156",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312422156","Fiction"
"0140065172","0140065172",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140065172","Fiction"
"044022165X","044022165X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:044022165X","Fiction"
"0399143165","0399143165",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399143165","Fiction"
"0425124347","0425124347",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425124347","Fiction"
"0312282990","0312282990",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312282990","Fiction"
"0394820371","0394820371",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394820371","Juvenile Fiction"
"0449134482","0449134482",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449134482","Fiction"
"0812516826","0812516826",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812516826","Fiction"
"0345348036","0345348036",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345348036","Fiction"
"0553568760","0553568760",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553568760","Fiction"
"034538184X","034538184X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034538184X","Fiction"
"0140620109","0140620109",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140620109","England"
"0805062971","0805062971",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805062971","Fiction"
"0671510053","0671510053",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671510053","Fiction"
"1573229385","1573229385",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573229385","Fiction"
"0060914653","0060914653",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060914653","Continental European fiction (Fictional works by one author)."
"0345347536","0345347536",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345347536","Fiction"
"055321313X","055321313X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:055321313X","Juvenile Fiction"
"0060529709","0060529709",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060529709","Fiction"
"0876850867","0876850867",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0876850867","Fiction"
"0140274154","0140274154",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140274154",NA
"0375704027","0375704027",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375704027","Fiction"
"0590484672","0590484672",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590484672","Juvenile Fiction"
"0743237188","0743237188",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743237188","Fiction"
"0553586122","0553586122",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553586122","Fiction"
"0553584510","0553584510",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553584510",NA
"0440216842","0440216842",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440216842","Fiction"
"0345443284","0345443284",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345443284","Fiction"
"0553285653","0553285653",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553285653","Fiction"
"0394800133","0394800133",1960,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394800133","Juvenile Fiction"
"0060972777","0060972777",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060972777","Authors, American"
"0156001942","0156001942",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156001942","Fiction"
"0345418018","0345418018",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345418018","Fiction"
"0684801469","0684801469",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684801469","Fiction"
"0671789422","0671789422",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671789422","Fiction"
"014016930X","014016930X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:014016930X","Fiction"
"0140077022","0140077022",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140077022","Fiction"
"0679732764","0679732764",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679732764",NA
"0553273604","0553273604",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553273604","Fiction"
"0553273914","0553273914",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553273914","Fiction"
"0060256672","0060256672",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060256672","Juvenile Nonfiction"
"039592720X","039592720X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039592720X","Fiction"
"0060928336","0060928336",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060928336",NA
"0671003755","0671003755",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671003755",NA
"0553268449","0553268449",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553268449","Fiction"
"038001503X","038001503X",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:038001503X",NA
"0440215625","0440215625",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440215625","Fiction"
"0316777730","0316777730",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316777730",NA
"0877733759","0877733759",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0877733759","Self-Help"
"0805019367","0805019367",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805019367","Fiction"
"0140070206","0140070206",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140070206","Fiction"
"0140042393","0140042393",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140042393","Fiction"
"0671726889","0671726889",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671726889","Computers"
"0446601241","0446601241",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446601241",NA
"0451124340","0451124340",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451124340","Horror tales"
"0345384466","0345384466",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345384466","Fiction"
"0446604801","0446604801",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604801","Fiction"
"0345422392","0345422392",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345422392","Fiction"
"0679734775","0679734775",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679734775","Fiction"
"0425124819","0425124819",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425124819","Fiction"
"0345409469","0345409469",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345409469","Science"
"0373250177","0373250177",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373250177",NA
"0141001771","0141001771",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0141001771","Fiction"
"0786884622","0786884622",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786884622","Fiction"
"0449005569","0449005569",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449005569",NA
"0671027344","0671027344",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671027344","Fiction"
"006019491X","006019491X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006019491X",NA
"0066211611","0066211611",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0066211611","Fiction"
"0380789035","0380789035",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380789035","Fiction"
"0345358791","0345358791",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345358791","Fiction"
"0060964049","0060964049",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060964049","Fiction"
"0812551389","0812551389",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812551389","Fiction"
"0345316991","0345316991",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345316991","Covenant, Thomas (Fictitious character)"
"0440206154","0440206154",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440206154",NA
