make,model,VClass
Chevrolet,Avalanche 1500 2WD FFV,Sport Utility Vehicle - 2WD
Chevrolet,Suburban 1500 2WD FFV,Sport Utility Vehicle - 2WD
Chevrolet,Tahoe 1500 2WD FFV,Sport Utility Vehicle - 2WD
GMC,Yukon 1500 2WD FFV,Sport Utility Vehicle - 2WD
GMC,Yukon XL 1500 2WD FFV,Sport Utility Vehicle - 2WD
Cadillac,Escalade AWD FFV,Sport Utility Vehicle - 4WD
Chevrolet,Tahoe 1500 4WD FFV,Sport Utility Vehicle - 4WD
GMC,Yukon 1500 4WD FFV,Sport Utility Vehicle - 4WD
GMC,Yukon Denali 1500 AWD FFV,Sport Utility Vehicle - 4WD
smart,fortwo cabriolet,Two Seaters
Nissan,370Z Roadster,Two Seaters
BMW,128ci Convertible,Subcompact Cars
Hyundai,Accent Blue,Compact Cars
Infiniti,EX35 AWD,Small Station Wagons
BMW,ActiveHybrid X6,Sport Utility Vehicle - 4WD
Ford,Expedition 4WD FFV,Sport Utility Vehicle - 4WD
Infiniti,FX50,Sport Utility Vehicle - 4WD
Mercedes-Benz,G550,Sport Utility Vehicle - 4WD
Porsche,911 Turbo Coupe,Minicompact Cars
Chevrolet,Spectrum Turbo,Subcompact Cars
Porsche,911 Turbo S Coupe,Minicompact Cars
Porsche,911 Turbo S Cabriolet,Minicompact Cars
Aston Martin,Rapide,Subcompact Cars
Maserati,GranTurismo Convertible,Subcompact Cars
Suzuki,Kizashi S,Compact Cars
Suzuki,Kizashi,Compact Cars
Suzuki,Kizashi S AWD,Compact Cars
Suzuki,Kizashi AWD,Compact Cars
BMW,535i Gran Turismo,Large Cars
Maybach,57 Zeppelin,Large Cars
Porsche,Panamera S,Large Cars
Chrysler,Conquest,Subcompact Cars
Porsche,Panamera 4S,Large Cars
Porsche,Panamera Turbo,Large Cars
Rolls-Royce,Ghost,Large Cars
Honda,Accord Crosstour 2WD,Sport Utility Vehicle - 2WD
Honda,Accord Crosstour 4WD,Sport Utility Vehicle - 4WD
Acura,ZDX 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,ML450 Hybrid 4matic,Sport Utility Vehicle - 4WD
Lexus,GX 460,Sport Utility Vehicle - 4WD
BMW,Z4 sDrive35is,Two Seaters
Mercedes-Benz,SLS AMG,Two Seaters
BMW,335is Convertible,Subcompact Cars
BMW,335is Coupe,Subcompact Cars
Ford,Fiesta,Subcompact Cars
Ford,Fiesta SFE,Subcompact Cars
Nissan,Sentra Coupe,Subcompact Cars
Ford,Mustang Convertible,Subcompact Cars
Mercedes-Benz,E350 Convertible,Subcompact Cars
Mercedes-Benz,E550 Convertible,Subcompact Cars
Nissan,Sentra Honeybee,Subcompact Cars
BMW,M3 Sedan,Compact Cars
BMW,ActiveHybrid 7i,Midsize Cars
Infiniti,M37,Midsize Cars
Infiniti,M37x,Midsize Cars
Infiniti,M56,Midsize Cars
Infiniti,M56x,Midsize Cars
BMW,740i,Large Cars
BMW,740Li,Large Cars
BMW,ActiveHybrid 7Li,Large Cars
BMW,Alpina B7 LWB xDrive,Large Cars
BMW,Alpina B7 SWB xDrive,Large Cars
Jaguar,XJ LWB,Large Cars
BMW,328i Sports Wagon,Small Station Wagons
BMW,328i xDrive Sports Wagon,Small Station Wagons
Subaru,Impreza Wagon/Outback Sport AWD,Small Station Wagons
Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type"
Toyota,Sienna AWD,Minivan - 4WD
BMW,X5 xDrive35i,Sport Utility Vehicle - 4WD
BMW,X5 xDrive50i,Sport Utility Vehicle - 4WD
Audi,R8 Spyder,Two Seaters
Porsche,Boxster Spyder,Two Seaters
Dodge,Lancer Convertible,Subcompact Cars
Bentley,Continental Supersports Convertible,Subcompact Cars
Mazda,2,Compact Cars
Mercury,Milan FWD,Midsize Cars
Lincoln,MKZ Hybrid FWD,Midsize Cars
Mercury,Milan S FWD,Midsize Cars
Mercury,Milan FWD FFV,Midsize Cars
Buick,LaCrosse,Midsize Cars
Buick,LaCrosse AWD,Midsize Cars
Porsche,Panamera,Large Cars
Porsche,Panamera 4,Large Cars
Rolls-Royce,Phantom,Large Cars
Chevrolet,Express 1500 2WD Conversion Cargo,"Vans, Cargo Type"
Chevrolet,Express 2500 2WD Conversion Cargo,"Vans, Cargo Type"
Chevrolet,Express 2500 2WD Cargo,"Vans, Cargo Type"
Chevrolet,Express 3500 2WD Cargo,"Vans, Cargo Type"
GMC,Savana 2500 2WD Conversion (cargo),"Vans, Cargo Type"
GMC,Savana 2500 2WD (cargo),"Vans, Cargo Type"
GMC,Savana 3500 2WD (cargo),"Vans, Cargo Type"
Chevrolet,Express 1500 AWD Conversion Cargo,"Vans, Cargo Type"
Chevrolet,Express 1500 AWD Cargo,"Vans, Cargo Type"
Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type"
GMC,Savana 2500 2WD (Passenger),"Vans, Passenger Type"
GMC,Savana 3500 2WD (Passenger),"Vans, Passenger Type"
Chevrolet,Suburban 2500 2WD,Sport Utility Vehicle - 2WD
GMC,Yukon XL 2500 2WD,Sport Utility Vehicle - 2WD
Volvo,XC70 FWD,Sport Utility Vehicle - 2WD
Cadillac,Escalade Hybrid 4WD,Sport Utility Vehicle - 4WD
Chevrolet,Suburban 2500 4WD,Sport Utility Vehicle - 4WD
GMC,Yukon XL 2500 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,190D 2.5,Subcompact Cars
Saab,9-5 Sedan AWD,Midsize Cars
Honda,CR-Z,Two Seaters
Porsche,911 GT2 RS,Two Seaters
Mercedes-Benz,190D 2.5 Turbo,Subcompact Cars
Lexus,IS 350 AWD,Subcompact Cars
Mercedes-Benz,190E 2.3,Subcompact Cars
MINI,Cooper S Clubman,Subcompact Cars
Chevrolet,Cruze,Midsize Cars
Mercedes-Benz,190E 2.3-16,Subcompact Cars
MINI,Cooper Countryman,Compact Cars
MINI,Cooper S Countryman,Compact Cars
MINI,Cooper S Countryman All4,Compact Cars
Scion,tC,Compact Cars
Suzuki,SX4 Sport/Anniversary Edition,Compact Cars
Mercedes-Benz,190E 2.6,Subcompact Cars
BMW,550i xDrive,Midsize Cars
Mercedes-Benz,E350 Bluetec,Midsize Cars
BMW,535i xDrive Gran Turismo,Large Cars
BMW,550i Gran Turismo,Large Cars
BMW,550i xDrive Gran Turismo,Large Cars
BMW,Alpina B7 SWB,Large Cars
BMW,Alpina B7 LWB,Large Cars
Hyundai,Equus,Large Cars
Ford,E350 Van,"Vans, Cargo Type"
Ford,E250 Van FFV,"Vans, Cargo Type"
Ford,E350 Van FFV,"Vans, Cargo Type"
Ford,E150 Van FFV,"Vans, Cargo Type"
Ford,E350 Wagon,"Vans, Passenger Type"
Ford,E350 Wagon FFV,"Vans, Passenger Type"
Ford,E150 Wagon FFV,"Vans, Passenger Type"
Lincoln,Navigator 4WD FFV,Sport Utility Vehicle - 4WD
Mitsubishi,Outlander Sport 2WD,Sport Utility Vehicle - 2WD
Mercedes-Benz,ML350 Bluetec 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,R350 Bluetec 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,GL350 Bluetec 4matic,Sport Utility Vehicle - 4WD
Mitsubishi,Outlander Sport 4WD,Sport Utility Vehicle - 4WD
Infiniti,G25,Midsize Cars
Infiniti,G25x,Midsize Cars
Nissan,Juke,Small Station Wagons
Nissan,Juke AWD,Small Station Wagons
GMC,Yukon Denali 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD
Aston Martin,V12 Vantage,Two Seaters
Porsche,911 Speedster,Two Seaters
Porsche,911 GTS,Minicompact Cars
Porsche,911 GTS Cabriolet,Minicompact Cars
Kia,Forte,Midsize Cars
Kia,Forte Eco,Midsize Cars
Porsche,Cayenne S Hybrid,Sport Utility Vehicle - 4WD
GMC,EV1,Two Seaters
Honda,EV Plus,Compact Cars
Chevrolet,S10 Electric,Small Pickup Trucks 2WD
MINI,MiniE,Minicompact Cars
Nissan,Leaf,Midsize Cars
Chevrolet,Volt,Compact Cars
Chevrolet,Cruze Eco,Midsize Cars
Chrysler,200 Convertible,Compact Cars
Dodge,Challenger SRT8,Compact Cars
Kia,Forte Koup,Compact Cars
Lexus,CT 200h,Compact Cars
Bentley,Mulsanne,Midsize Cars
Chrysler,200,Midsize Cars
Ford,F150 Raptor Pickup 4WD,Standard Pickup Trucks 4WD
Mahindra,TR40,Standard Pickup Trucks 4WD
Dodge,Journey FWD,Sport Utility Vehicle - 2WD
Ford,Explorer FWD,Sport Utility Vehicle - 2WD
BMW,X3 xDrive28i,Sport Utility Vehicle - 4WD
BMW,X3 xDrive35i,Sport Utility Vehicle - 4WD
Dodge,Journey AWD,Sport Utility Vehicle - 4WD
Volkswagen,Touareg Hybrid,Sport Utility Vehicle - 4WD
smart,fortwo electric drive cabriolet,Two Seaters
smart,fortwo electric drive coupe,Two Seaters
VPG,MV-1 CNG,Special Purpose Vehicle 2WD
VPG,MV-1,Special Purpose Vehicle 2WD
Hyundai,Sonata Hybrid,Midsize Cars
Lamborghini,Aventador Coupe,Two Seaters
Lexus,LFA,Two Seaters
Renault,GTA Convertible,Subcompact Cars
Porsche,Cayman R,Two Seaters
Aston Martin,Virage,Minicompact Cars
Fiat,500,Minicompact Cars
Fiat,500 Cabrio,Minicompact Cars
Rolls-Royce,Corniche II,Subcompact Cars
BMW,650i Convertible,Compact Cars
Saab,900 Convertible,Subcompact Cars
Volkswagen,Beetle,Subcompact Cars
Ford,Focus SFE FWD,Compact Cars
Honda,Civic HF,Compact Cars
Audi,A7 quattro,Midsize Cars
Infiniti,M35h,Midsize Cars
Hyundai,Genesis R-Spec,Large Cars
Subaru,XT 4WD,Subcompact Cars
Ferrari,458 Italia,Two Seaters
Spyker,C8 Aileron,Two Seaters
Lotus,Evora,Minicompact Cars
BMW,550i xDrive GT,Large Cars
Aston Martin,V8 Vantage S,Two Seaters
Porsche,911 C4 GTS,Minicompact Cars
Porsche,911 C4 GTS Cabriolet,Minicompact Cars
Suzuki,Forsa,Subcompact Cars
Buick,Regal eAssist,Midsize Cars
Buick,LaCrosse eAssist,Midsize Cars
Dodge,Challenger SRT8,Midsize Cars
Toyota,Corolla FX,Subcompact Cars
Ford,Transit Connect Van,Special Purpose Vehicle 2WD
Ford,Transit Connect Wagon FWD,Special Purpose Vehicle 2WD
Ford,Escape Hybrid AWD,Sport Utility Vehicle - 4WD
Ford,Escape AWD FFV,Sport Utility Vehicle - 4WD
Ford,Escape AWD,Sport Utility Vehicle - 4WD
Jeep,Grand Cherokee SRT8 4WD,Sport Utility Vehicle - 4WD
Volkswagen,Fox,Subcompact Cars
Saab,9-3 Convertible,Compact Cars
Saab,9-4X AWD,Sport Utility Vehicle - 4WD
Saab,9-4X FWD,Sport Utility Vehicle - 2WD
Audi,TT RS Coupe,Subcompact Cars
Yugo,GV/GVX,Subcompact Cars
Dodge,Charger GLH-S,Subcompact Cars
Mercedes-Benz,SLS AMG Roadster,Two Seaters
MINI,Cooper Coupe,Two Seaters
MINI,Cooper Roadster,Two Seaters
MINI,Cooper S Coupe,Two Seaters
MINI,Cooper S Roadster,Two Seaters
MINI,John Cooper Works Coupe,Two Seaters
MINI,John Cooper Works Roadster,Two Seaters
Sterling,825,Compact Cars
Scion,iQ,Minicompact Cars
Chevrolet,Sonic 5,Midsize Cars
Ford,Fiesta FWD,Subcompact Cars
Ford,Fiesta SFE FWD,Subcompact Cars
Mercedes-Benz,C63 AMG Coupe,Subcompact Cars
Mercedes-Benz,C350 Coupe,Subcompact Cars
MINI,Cooper Clubman,Subcompact Cars
Mitsubishi,i-MiEV,Subcompact Cars
BMW,650i Coupe,Compact Cars
Chevrolet,Sonic,Compact Cars
Hyundai,Veloster,Compact Cars
Mercedes-Benz,C250,Compact Cars
Mercedes-Benz,CLS550 4matic,Compact Cars
Nissan,Versa,Compact Cars
Toyota,Yaris,Compact Cars
Chrysler,300 SRT8,Large Cars
Dodge,Charger SRT8,Large Cars
Mercedes-Benz,S350 Bluetec 4matic,Large Cars
Porsche,Panamera Turbo S,Large Cars
Porsche,Panamera S Hybrid,Large Cars
Acura,TSX Wagon,Small Station Wagons
Kia,Soul Eco,Small Station Wagons
Toyota,Prius v,Midsize Station Wagons
Azure Dynamics,Transit Connect Electric Van,Special Purpose Vehicle 2WD
Azure Dynamics,Transit Connect Electric Wagon,Special Purpose Vehicle 2WD
Chevrolet,Captiva FWD,Sport Utility Vehicle - 2WD
Honda,Crosstour 2WD,Sport Utility Vehicle - 2WD
Lexus,RX 350,Sport Utility Vehicle - 2WD
Ford,Explorer AWD,Sport Utility Vehicle - 4WD
Honda,Crosstour 4WD,Sport Utility Vehicle - 4WD
Jeep,Wrangler Unlimited 4WD,Sport Utility Vehicle - 4WD
Kia,Optima Hybrid,Midsize Cars
BMW,Z4 sDrive28i,Two Seaters
McLaren Automotive,MP4-12C Coupe,Two Seaters
BMW,328i Coupe,Subcompact Cars
BMW,328i Coupe xDrive,Subcompact Cars
BMW,335i Coupe,Subcompact Cars
BMW,335i Coupe xDrive,Subcompact Cars
Mercedes-Benz,C250 Coupe,Subcompact Cars
BMW,640i Coupe,Compact Cars
BMW,640i Convertible,Compact Cars
BMW,650i Coupe xDrive,Compact Cars
Mazda,3 DI 4-Door,Compact Cars
Mitsubishi,Lancer AWD,Compact Cars
BMW,ActiveHybrid 7,Midsize Cars
Mazda,3 DI 5-Door,Midsize Cars
Toyota,Camry Hybrid LE,Midsize Cars
Toyota,Camry Hybrid XLE,Midsize Cars
BMW,ActiveHybrid 7L,Large Cars
Rolls-Royce,Ghost EWB,Large Cars
BMW,328i xDrive Sport Wagon,Small Station Wagons
Land Rover,Range Rover Evoque,Sport Utility Vehicle - 4WD
Nissan,Murano CrossCabriolet,Sport Utility Vehicle - 4WD
Buick,Verano,Compact Cars
Chevrolet,Captiva AWD,Sport Utility Vehicle - 4WD
Toyota,Prius c,Compact Cars
Volkswagen,Golf R,Compact Cars
Chevrolet,Malibu eAssist,Midsize Cars
Mazda,CX-5 4WD,Small Sport Utility Vehicle 4WD
Volvo,XC90 FWD,Standard Sport Utility Vehicle 2WD
Volvo,XC90 AWD,Standard Sport Utility Vehicle 4WD
Ford,Explorer FWD,Standard Sport Utility Vehicle 2WD
Mazda,CX-5 2WD,Small Sport Utility Vehicle 2WD
Lexus,LX 570,Standard Sport Utility Vehicle 4WD
Toyota,Land Cruiser Wagon 4WD,Standard Sport Utility Vehicle 4WD
Ram,C/V Cargo Van,Minivan - 2WD
Ford,Taurus AWD FFV,Large Cars
Ford,Edge FWD,Small Sport Utility Vehicle 2WD
Lincoln,MKX FWD,Small Sport Utility Vehicle 2WD
Ford,Laser,Compact Cars
Ford,Edge AWD,Small Sport Utility Vehicle 4WD
Ford,Explorer AWD FFV,Standard Sport Utility Vehicle 4WD
Lincoln,MKX AWD,Small Sport Utility Vehicle 4WD
Kia,Rio Eco,Compact Cars
Hyundai,Elantra Coupe,Midsize Cars
Ford,Taurus FWD FFV,Large Cars
Porsche,Panamera GTS,Large Cars
Lincoln,MKT Livery AWD,Special Purpose Vehicle 4WD
Ford,Explorer 2WD FFV,Standard Sport Utility Vehicle 2WD
Ford,Flex FWD,Standard Sport Utility Vehicle 2WD
Lincoln,MKT FWD,Small Sport Utility Vehicle 2WD
Ford,Flex AWD,Standard Sport Utility Vehicle 4WD
Lincoln,MKT AWD,Small Sport Utility Vehicle 4WD
Kia,Sorento 2WD,Small Sport Utility Vehicle 2WD
Kia,Sorento 4WD,Small Sport Utility Vehicle 4WD
BMW,Active E,Subcompact Cars
CODA Automotive,CODA,Subcompact Cars
Ford,Focus Electric,Compact Cars
Mercedes-Benz,SLK250,Two Seaters
Fiat,500 Abarth,Minicompact Cars
Porsche,New 911 Carrera,Minicompact Cars
Porsche,New 911 Carrera Cabriolet,Minicompact Cars
Ford,Tempo AWD,Compact Cars
Porsche,New 911 Carrera S,Minicompact Cars
Porsche,New 911 Carrera S Cabriolet,Minicompact Cars
Mercedes-Benz,C63 AMG Black Series Coupe,Subcompact Cars
Mercedes-Benz,E350 4matic Coupe,Subcompact Cars
Ford,Focus FWD FFV,Compact Cars
Ford,Focus SFE FWD FFV,Compact Cars
Scion,FR-S,Minicompact Cars
Subaru,BRZ,Minicompact Cars
Infiniti,JX35 FWD,Small Sport Utility Vehicle 2WD
Infiniti,JX35 AWD,Small Sport Utility Vehicle 4WD
Maybach,Landaulet,Large Cars
Ferrari,599 GTO,Two Seaters
Ferrari,599 SA Aperta,Two Seaters
Ferrari,458 Italia Coupe,Two Seaters
Ferrari,458 Italia Spider,Two Seaters
Ferrari,California,Two Seaters
Honda,Civic Natural Gas,Compact Cars
Ferrari,FF,Midsize Cars
Lexus,GS 450h,Midsize Cars
Lexus,RX 350,Small Sport Utility Vehicle 2WD
Lexus,RX 450h,Small Sport Utility Vehicle 2WD
BMW,X3 xDrive28i,Small Sport Utility Vehicle 4WD
BMW,X3 xDrive35i,Small Sport Utility Vehicle 4WD
BMW,X5 xDrive50i,Standard Sport Utility Vehicle 4WD
BMW,X6 xDrive50i,Standard Sport Utility Vehicle 4WD
Lexus,RX 350 AWD,Small Sport Utility Vehicle 4WD
Lexus,RX 450h AWD,Small Sport Utility Vehicle 4WD
BMW,X5 xDrive35i,Standard Sport Utility Vehicle 4WD
BMW,X5 M,Standard Sport Utility Vehicle 4WD
BMW,X6 xDrive35i,Standard Sport Utility Vehicle 4WD
BMW,X6 M,Standard Sport Utility Vehicle 4WD
Ford,Escape FWD,Small Sport Utility Vehicle 2WD
Ford,Escape AWD,Small Sport Utility Vehicle 4WD
Dodge,Dart,Midsize Cars
Audi,allroad quattro,Small Station Wagons
GMC,Savana 1500  2WD Conversion (cargo),"Vans, Cargo Type"
Lincoln,MKT Livery FWD,Special Purpose Vehicle 2WD
Porsche,Cayenne S,Standard Sport Utility Vehicle 4WD
Porsche,Cayenne GTS,Standard Sport Utility Vehicle 4WD
Hyundai,Tucson 2WD,Small Sport Utility Vehicle 2WD
Kia,Sportage 2WD,Small Sport Utility Vehicle 2WD
Hyundai,Tucson 4WD,Small Sport Utility Vehicle 4WD
Kia,Sportage 4WD,Small Sport Utility Vehicle 4WD
Subaru,Forester AWD,Small Sport Utility Vehicle 4WD
Cadillac,Escalade 2WD,Standard Sport Utility Vehicle 2WD
Cadillac,Escalade ESV 2WD,Standard Sport Utility Vehicle 2WD
Chevrolet,Tahoe 1500 2WD,Standard Sport Utility Vehicle 2WD
Chevrolet,Avalanche 1500 2WD,Standard Sport Utility Vehicle 2WD
Chevrolet,Suburban 1500 2WD,Standard Sport Utility Vehicle 2WD
Chevrolet,Suburban 2500 2WD,Standard Sport Utility Vehicle 2WD
GMC,Yukon 1500 2WD,Standard Sport Utility Vehicle 2WD
GMC,Yukon XL 1500 2WD,Standard Sport Utility Vehicle 2WD
GMC,Yukon XL 2500 2WD,Standard Sport Utility Vehicle 2WD
Cadillac,Escalade AWD,Standard Sport Utility Vehicle 4WD
Chevrolet,Avalanche 1500 4WD,Standard Sport Utility Vehicle 4WD
Chevrolet,Tahoe 1500 4WD,Standard Sport Utility Vehicle 4WD
Mercury,Topaz AWD,Compact Cars
Chevrolet,Suburban 1500 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon XL 1500 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon 1500 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon Denali 1500 AWD,Standard Sport Utility Vehicle 4WD
Toyota,Prius Plug-in Hybrid,Midsize Cars
Cadillac,XTS,Large Cars
Subaru,Outback AWD,Small Sport Utility Vehicle 4WD
Cadillac,Escalade Ext AWD,Standard Sport Utility Vehicle 4WD
Cadillac,Escalade ESV AWD,Standard Sport Utility Vehicle 4WD
Chevrolet,Suburban 2500 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon XL 1500 AWD,Standard Sport Utility Vehicle 4WD
GMC,Yukon XL 2500 4WD,Standard Sport Utility Vehicle 4WD
Fisker,Karma,Subcompact Cars
Porsche,911 Turbo S,Minicompact Cars
Porsche,Cayenne Turbo,Standard Sport Utility Vehicle 4WD
Toyota,Venza,Small Sport Utility Vehicle 2WD
Toyota,Venza AWD,Small Sport Utility Vehicle 4WD
Cadillac,SRX 2WD,Standard Sport Utility Vehicle 2WD
Cadillac,SRX AWD,Standard Sport Utility Vehicle 4WD
Tesla,Model S,Large Cars
Audi,RS 5,Subcompact Cars
Chevrolet,Spark,Subcompact Cars
Mercedes-Benz,260E,Compact Cars
Mercedes-Benz,300D,Compact Cars
BMW,640i Gran Coupe,Compact Cars
Hyundai,Elantra GT,Midsize Cars
Mcevoy Motors,240 DL/240 GL Sedan,Compact Cars
Cadillac,XTS AWD,Large Cars
Volkswagen,Tiguan,Small Sport Utility Vehicle 2WD
Volkswagen,Tiguan 4motion,Small Sport Utility Vehicle 4WD
Acura,RDX 2WD,Small Sport Utility Vehicle 2WD
Acura,RDX 4WD,Small Sport Utility Vehicle 4WD
Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD
GMC,Terrain AWD,Small Sport Utility Vehicle 4WD
Subaru,XV Crosstrek AWD,Small Sport Utility Vehicle 4WD
Volvo,XC70 AWD,Small Sport Utility Vehicle 4WD
Volvo,XC60 AWD,Small Sport Utility Vehicle 4WD
Cadillac,Escalade Hybrid 2WD,Standard Sport Utility Vehicle 2WD
Chevrolet,Tahoe Hybrid 2WD,Standard Sport Utility Vehicle 2WD
GMC,Yukon 1500 Hybrid 2WD,Standard Sport Utility Vehicle 2WD
Jeep,Grand Cherokee 2WD,Standard Sport Utility Vehicle 2WD
Audi,Q7,Standard Sport Utility Vehicle 4WD
Cadillac,Escalade Hybrid 4WD,Standard Sport Utility Vehicle 4WD
Chevrolet,Tahoe Hybrid 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon 1500 Hybrid 4WD,Standard Sport Utility Vehicle 4WD
GMC,Yukon Denali 1500 Hybrid 4WD,Standard Sport Utility Vehicle 4WD
Jeep,Grand Cherokee 4WD,Standard Sport Utility Vehicle 4WD
Land Rover,Range Rover Sport,Standard Sport Utility Vehicle 4WD
Cadillac,ATS,Compact Cars
Lexus,ES 300h,Midsize Cars
Porsche,Cayenne,Standard Sport Utility Vehicle 4WD
Volkswagen,Touareg Hybrid,Standard Sport Utility Vehicle 4WD
Volkswagen,Touareg,Standard Sport Utility Vehicle 4WD
Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD
Chevrolet,Captiva FWD,Small Sport Utility Vehicle 2WD
GMC,Terrain FWD,Small Sport Utility Vehicle 2WD
Chevrolet,Captiva AWD,Small Sport Utility Vehicle 4WD
Subaru,Tribeca AWD,Small Sport Utility Vehicle 4WD
Dodge,Durango 2WD,Standard Sport Utility Vehicle 2WD
Dodge,Durango 4WD,Standard Sport Utility Vehicle 4WD
Jeep,Grand Cherokee SRT8,Standard Sport Utility Vehicle 4WD
Lexus,GX 460,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,ML350 4matic,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,SLS AMG Coupe,Two Seaters
Mercedes-Benz,C350 4matic Coupe,Subcompact Cars
Volkswagen,Beetle Convertible,Subcompact Cars
Volkswagen,Beetle,Compact Cars
Ram,C/V,Minivan - 2WD
Porsche,Cayenne S Hybrid,Standard Sport Utility Vehicle 4WD
Dodge,Journey FWD,Small Sport Utility Vehicle 2WD
Hyundai,Santa Fe Sport 2WD,Small Sport Utility Vehicle 2WD
Infiniti,FX37 RWD,Small Sport Utility Vehicle 2WD
Jeep,Patriot 2WD,Small Sport Utility Vehicle 2WD
Jeep,Compass 2WD,Small Sport Utility Vehicle 2WD
Mercedes-Benz,GLK350,Small Sport Utility Vehicle 2WD
Nissan,Rogue FWD,Small Sport Utility Vehicle 2WD
Plymouth,Sundance,Compact Cars
Volvo,XC60 FWD,Small Sport Utility Vehicle 2WD
Volvo,XC70 FWD,Small Sport Utility Vehicle 2WD
Dodge,Journey AWD,Small Sport Utility Vehicle 4WD
Hyundai,Santa Fe Sport 4WD,Small Sport Utility Vehicle 4WD
Infiniti,FX50 AWD,Small Sport Utility Vehicle 4WD
Infiniti,FX37 AWD,Small Sport Utility Vehicle 4WD
Jeep,Patriot 4WD,Small Sport Utility Vehicle 4WD
Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,GLK350 4matic,Small Sport Utility Vehicle 4WD
Nissan,Rogue AWD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,ML350,Standard Sport Utility Vehicle 2WD
Audi,Q5,Small Sport Utility Vehicle 4WD
Mercedes-Benz,ML550 4matic,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,ML63 AMG,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,R350 4matic,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,G63 AMG,Standard Sport Utility Vehicle 4WD
BMW,335i Convertible,Subcompact Cars
BMW,640i Convertible,Subcompact Cars
MINI,Cooper S Countryman Coupe,Compact Cars
MINI,Cooper S Countryman Coupe All4,Compact Cars
Audi,S7,Midsize Cars
BMW,X1 xDrive28i,Large Cars
BMW,X1 sDrive28i,Large Cars
BMW,X1 xDrive35i,Large Cars
MINI,JCW Countryman All4,Compact Cars
MINI,JCW Countryman Coupe All4,Compact Cars
TVR Engineering Ltd,TVR 280i Convertible,Two Seaters
Renault,Alliance,Compact Cars
Ford,C-MAX Hybrid FWD,Large Cars
Jeep,Wrangler 4WD,Small Sport Utility Vehicle 4WD
Jeep,Wrangler Unlimited 4WD,Small Sport Utility Vehicle 4WD
BMW,328i Convertible,Subcompact Cars
BMW,650i Coupe,Subcompact Cars
BMW,M6 Coupe,Subcompact Cars
Suzuki,SX4 AWD,Subcompact Cars
Suzuki,SX4,Subcompact Cars
BMW,640i Coupe,Subcompact Cars
BMW,650i Coupe xDrive,Subcompact Cars
BMW,650i Convertible,Subcompact Cars
BMW,650i Convertible xDrive,Subcompact Cars
Renault,GTA,Compact Cars
BMW,ActiveHybrid 3,Compact Cars
BMW,ActiveHybrid 5,Midsize Cars
BMW,650i Gran Coupe,Compact Cars
BMW,650i xDrive Gran Coupe,Compact Cars
BMW,M6 Gran Coupe,Compact Cars
BMW,740Li xDrive,Large Cars
Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD
Suzuki,Grand Vitara,Small Sport Utility Vehicle 2WD
Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD
Suzuki,Grand Vitara 4WD,Small Sport Utility Vehicle 4WD
Buick,Enclave FWD,Standard Sport Utility Vehicle 2WD
Chevrolet,Traverse FWD,Standard Sport Utility Vehicle 2WD
GMC,Acadia FWD,Standard Sport Utility Vehicle 2WD
Buick,Enclave AWD,Standard Sport Utility Vehicle 4WD
Chevrolet,Traverse AWD,Standard Sport Utility Vehicle 4WD
GMC,Acadia AWD,Standard Sport Utility Vehicle 4WD
Ferrari,458 Spider,Two Seaters
Acura,ILX,Compact Cars
Acura,ILX Hybrid,Compact Cars
Cadillac,ATS AWD,Compact Cars
Dodge,Dart Aero,Midsize Cars
Ram,1500 2WD,Standard Pickup Trucks 2WD
Subaru,Sedan/3Door 4WD Turbo,Compact Cars
Ram,1500 4WD,Standard Pickup Trucks 4WD
Buick,Encore,Small Sport Utility Vehicle 2WD
Honda,CR-V 2WD,Small Sport Utility Vehicle 2WD
Honda,Pilot 2WD,Small Sport Utility Vehicle 2WD
Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD
Toyota,Highlander 2WD,Small Sport Utility Vehicle 2WD
Toyota,FJ Cruiser 2WD,Small Sport Utility Vehicle 2WD
